job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date
1754,Renewable Energy Engineer,Green Tech,Berlin,125102,"Climate Data Analysis, Energy Modeling",No,Large,2025-12-26
1755,Data Scientist,AI,Berlin,170771,"TensorFlow, Python",No,Large,2025-11-28
1756,ML Researcher,AI,Singapore,135946,"PyTorch, TensorFlow",No,Large,2025-10-07
1757,Quantum Software Developer,Quantum Computing,New York,228986,"Linear Algebra, Qiskit",Yes,Medium,2025-12-29
1758,Blockchain Developer,Blockchain,London,174101,"Solidity, Rust",Yes,Medium,2025-12-26
1759,Renewable Energy Engineer,Green Tech,Berlin,233920,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-10-16
1760,Quantum Researcher,Quantum Computing,Singapore,119445,"Linear Algebra, Qiskit",Yes,Medium,2025-07-17
1761,Blockchain Developer,Blockchain,Dubai,51692,"Ethereum, Solidity",Yes,Medium,2025-06-29
1762,AI Engineer,AI,New York,130017,"TensorFlow, Python",Yes,Large,2025-10-12
1763,Quantum Researcher,Quantum Computing,Dubai,238167,"Qiskit, Linear Algebra",Yes,Medium,2025-05-27
1764,Renewable Energy Engineer,Green Tech,New York,131656,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-05-12
1765,Sustainability Analyst,Green Tech,Dubai,118435,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-03-04
1766,Quantum Researcher,Quantum Computing,Tokyo,169599,"Qiskit, Linear Algebra",No,Large,2025-09-04
1767,Blockchain Developer,Blockchain,Tokyo,164222,"Solidity, Ethereum",No,Large,2025-07-27
1768,Quantum Software Developer,Quantum Computing,Singapore,170454,"Linear Algebra, Quantum Algorithms",Yes,Large,2025-04-29
1769,Renewable Energy Engineer,Green Tech,Tokyo,111750,"Climate Data Analysis, Energy Modeling",No,Medium,2025-08-01
1770,AI Engineer,AI,Singapore,151416,"PyTorch, TensorFlow",No,Small,2025-04-06
1771,Renewable Energy Engineer,Green Tech,Berlin,112951,"Climate Data Analysis, Energy Modeling",No,Small,2025-12-01
1772,Quantum Researcher,Quantum Computing,New York,155093,"Qiskit, Linear Algebra",Yes,Medium,2025-03-01
1773,Data Scientist,AI,Singapore,84505,"TensorFlow, PyTorch",Yes,Large,2025-05-08
1774,Blockchain Developer,Blockchain,Singapore,120095,"Ethereum, Rust",No,Large,2025-07-23
1775,AI Engineer,AI,Tokyo,92530,"Python, PyTorch",Yes,Small,2025-10-27
1776,Data Scientist,AI,London,222214,"Python, TensorFlow",Yes,Large,2025-10-26
1777,AI Engineer,AI,Dubai,71659,"PyTorch, Python",Yes,Medium,2025-01-30
1778,Blockchain Developer,Blockchain,Dubai,124251,"Ethereum, Rust",No,Large,2025-04-24
1779,AI Engineer,AI,London,180667,"Python, PyTorch",No,Small,2025-09-03
1780,Renewable Energy Engineer,Green Tech,Singapore,221712,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-12-19
1781,Renewable Energy Engineer,Green Tech,Tokyo,53258,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-06-05
1782,Quantum Software Developer,Quantum Computing,London,208902,"Qiskit, Quantum Algorithms",No,Large,2025-06-24
1783,Renewable Energy Engineer,Green Tech,Dubai,239602,"Energy Modeling, Climate Data Analysis",No,Small,2025-01-21
1784,Smart Contract Engineer,Blockchain,Dubai,119538,"Ethereum, Solidity",Yes,Medium,2025-05-17
1785,Quantum Researcher,Quantum Computing,Dubai,109155,"Qiskit, Quantum Algorithms",Yes,Medium,2025-02-07
1786,Blockchain Developer,Blockchain,London,134562,"Rust, Solidity",No,Large,2025-10-30
1787,Smart Contract Engineer,Blockchain,New York,128628,"Ethereum, Rust",No,Large,2025-05-24
1788,AI Engineer,AI,Berlin,194910,"Python, PyTorch",No,Small,2025-05-11
1789,Renewable Energy Engineer,Green Tech,Berlin,109779,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-04-28
1790,ML Researcher,AI,New York,69408,"Python, TensorFlow",No,Medium,2025-01-31
1791,Smart Contract Engineer,Blockchain,Berlin,60385,"Ethereum, Solidity",Yes,Medium,2025-03-30
1792,Smart Contract Engineer,Blockchain,Dubai,184339,"Solidity, Ethereum",No,Small,2025-09-15
1793,AI Engineer,AI,Singapore,144399,"Python, PyTorch",Yes,Medium,2025-07-20
1794,Sustainability Analyst,Green Tech,Berlin,87236,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-07-25
1795,Smart Contract Engineer,Blockchain,London,109461,"Ethereum, Rust",No,Large,2025-07-17
1796,Sustainability Analyst,Green Tech,Tokyo,90176,"Energy Modeling, Climate Data Analysis",No,Medium,2025-12-10
1797,Blockchain Developer,Blockchain,New York,211141,"Solidity, Ethereum",No,Small,2025-06-15
1798,Quantum Software Developer,Quantum Computing,Dubai,238805,"Quantum Algorithms, Qiskit",Yes,Large,2025-10-02
1799,Blockchain Developer,Blockchain,Singapore,107174,"Solidity, Rust",No,Small,2025-08-01
1800,AI Engineer,AI,London,187594,"PyTorch, TensorFlow",No,Medium,2025-01-12
1801,Renewable Energy Engineer,Green Tech,London,248831,"Climate Data Analysis, Energy Modeling",No,Large,2025-11-28
1802,Smart Contract Engineer,Blockchain,Tokyo,79123,"Rust, Ethereum",No,Small,2025-12-03
1803,Quantum Researcher,Quantum Computing,New York,240354,"Quantum Algorithms, Qiskit",Yes,Small,2025-05-04
1804,Sustainability Analyst,Green Tech,Dubai,158732,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-04-27
1805,Smart Contract Engineer,Blockchain,Dubai,81131,"Solidity, Rust",Yes,Small,2025-09-18
1806,Data Scientist,AI,Tokyo,226239,"TensorFlow, Python",No,Medium,2025-04-15
1807,Quantum Software Developer,Quantum Computing,London,83060,"Qiskit, Linear Algebra",No,Medium,2025-06-05
1808,Quantum Software Developer,Quantum Computing,New York,203291,"Quantum Algorithms, Linear Algebra",Yes,Small,2025-04-25
1809,Blockchain Developer,Blockchain,Tokyo,197609,"Rust, Solidity",No,Small,2025-06-22
1810,Quantum Researcher,Quantum Computing,Berlin,135675,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-05-13
1811,Quantum Researcher,Quantum Computing,Tokyo,164836,"Qiskit, Quantum Algorithms",No,Large,2025-02-11
1812,Smart Contract Engineer,Blockchain,Dubai,151605,"Solidity, Rust",No,Small,2025-04-10
1813,Renewable Energy Engineer,Green Tech,Berlin,231680,"Energy Modeling, Climate Data Analysis",No,Small,2025-07-14
1814,Quantum Software Developer,Quantum Computing,London,191985,"Quantum Algorithms, Qiskit",No,Large,2025-11-24
1815,Quantum Researcher,Quantum Computing,London,88272,"Quantum Algorithms, Qiskit",Yes,Small,2025-02-17
1816,Renewable Energy Engineer,Green Tech,Dubai,92747,"Climate Data Analysis, Energy Modeling",No,Small,2025-02-26
1817,Quantum Researcher,Quantum Computing,Singapore,158856,"Linear Algebra, Quantum Algorithms",No,Medium,2025-01-27
1818,Sustainability Analyst,Green Tech,New York,196302,"Energy Modeling, Climate Data Analysis",No,Small,2025-08-25
1819,Renewable Energy Engineer,Green Tech,London,110259,"Energy Modeling, Climate Data Analysis",No,Medium,2025-12-03
1820,Smart Contract Engineer,Blockchain,Singapore,174545,"Rust, Ethereum",No,Large,2025-08-01
1821,Quantum Software Developer,Quantum Computing,Dubai,219481,"Linear Algebra, Qiskit",No,Large,2025-07-28
1822,ML Researcher,AI,Berlin,187380,"Python, PyTorch",Yes,Medium,2025-05-19
1823,Quantum Researcher,Quantum Computing,Berlin,200582,"Qiskit, Quantum Algorithms",Yes,Large,2025-11-17
1824,Blockchain Developer,Blockchain,Dubai,184493,"Ethereum, Rust",Yes,Medium,2025-06-07
1825,Data Scientist,AI,New York,116799,"Python, PyTorch",No,Medium,2025-12-16
1826,AI Engineer,AI,New York,77188,"Python, TensorFlow",Yes,Small,2025-04-30
1827,Data Scientist,AI,Tokyo,91147,"PyTorch, TensorFlow",No,Small,2025-04-11
1828,Data Scientist,AI,Tokyo,168092,"PyTorch, TensorFlow",No,Small,2025-05-14
1829,Quantum Researcher,Quantum Computing,Dubai,247367,"Quantum Algorithms, Linear Algebra",No,Large,2025-05-03
1830,ML Researcher,AI,Berlin,93750,"TensorFlow, Python",No,Medium,2025-12-13
1831,Quantum Software Developer,Quantum Computing,Tokyo,158965,"Qiskit, Quantum Algorithms",No,Large,2025-10-26
1832,AI Engineer,AI,Tokyo,175562,"PyTorch, TensorFlow",Yes,Small,2025-09-16
1833,ML Researcher,AI,London,240844,"Python, PyTorch",Yes,Small,2025-07-18
1834,Sustainability Analyst,Green Tech,New York,67976,"Energy Modeling, Climate Data Analysis",No,Small,2025-11-17
1835,Quantum Researcher,Quantum Computing,Dubai,85294,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-12-29
1836,Data Scientist,AI,Singapore,181878,"TensorFlow, PyTorch",Yes,Large,2025-10-14
1837,Sustainability Analyst,Green Tech,London,183129,"Climate Data Analysis, Energy Modeling",No,Medium,2025-03-03
1838,Sustainability Analyst,Green Tech,New York,116191,"Climate Data Analysis, Energy Modeling",No,Medium,2025-11-02
1839,Renewable Energy Engineer,Green Tech,Tokyo,161155,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-03-14
1840,ML Researcher,AI,London,229305,"Python, TensorFlow",Yes,Large,2025-12-07
1841,AI Engineer,AI,Tokyo,213071,"TensorFlow, PyTorch",Yes,Medium,2025-11-23
1842,Sustainability Analyst,Green Tech,London,241178,"Energy Modeling, Climate Data Analysis",No,Large,2025-08-31
1843,AI Engineer,AI,Dubai,110727,"TensorFlow, PyTorch",Yes,Medium,2025-08-03
1844,ML Researcher,AI,Tokyo,113305,"PyTorch, TensorFlow",Yes,Small,2025-11-08
1845,Quantum Researcher,Quantum Computing,Dubai,89018,"Quantum Algorithms, Linear Algebra",Yes,Medium,2025-04-11
1846,Smart Contract Engineer,Blockchain,Dubai,138080,"Ethereum, Rust",Yes,Medium,2025-06-23
1847,ML Researcher,AI,Singapore,168286,"TensorFlow, PyTorch",No,Small,2025-06-21
1848,Sustainability Analyst,Green Tech,Singapore,120701,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-02-16
1849,Smart Contract Engineer,Blockchain,New York,152648,"Rust, Solidity",No,Large,2025-02-17
1850,Quantum Software Developer,Quantum Computing,Berlin,191289,"Quantum Algorithms, Qiskit",Yes,Small,2025-10-13
1851,Sustainability Analyst,Green Tech,Singapore,51912,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-11-05
1852,Blockchain Developer,Blockchain,London,52043,"Solidity, Ethereum",Yes,Small,2025-01-07
1853,Renewable Energy Engineer,Green Tech,Berlin,76201,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-03-06
1854,Data Scientist,AI,Berlin,160884,"PyTorch, Python",No,Small,2025-11-07
1855,Sustainability Analyst,Green Tech,London,228808,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-07-05
1856,Data Scientist,AI,Tokyo,199048,"Python, PyTorch",Yes,Medium,2025-10-22
1857,Data Scientist,AI,Berlin,72232,"TensorFlow, Python",No,Medium,2025-05-14
1858,Quantum Researcher,Quantum Computing,New York,160121,"Qiskit, Linear Algebra",Yes,Medium,2025-04-20
1859,Smart Contract Engineer,Blockchain,London,239764,"Rust, Ethereum",No,Large,2025-05-08
1860,Renewable Energy Engineer,Green Tech,London,124334,"Climate Data Analysis, Energy Modeling",No,Large,2025-07-07
1861,Blockchain Developer,Blockchain,London,185063,"Rust, Ethereum",No,Medium,2025-02-05
1862,Blockchain Developer,Blockchain,Tokyo,120587,"Ethereum, Rust",No,Large,2025-05-18
1863,Data Scientist,AI,Singapore,120626,"Python, TensorFlow",No,Medium,2025-05-31
1864,Sustainability Analyst,Green Tech,Singapore,132630,"Climate Data Analysis, Energy Modeling",No,Medium,2025-05-07
1865,Renewable Energy Engineer,Green Tech,Dubai,181694,"Energy Modeling, Climate Data Analysis",No,Large,2025-03-06
1866,Quantum Software Developer,Quantum Computing,Berlin,71878,"Linear Algebra, Qiskit",Yes,Medium,2025-11-27
1867,Smart Contract Engineer,Blockchain,London,182609,"Ethereum, Solidity",No,Small,2025-11-06
1868,Sustainability Analyst,Green Tech,Singapore,79495,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-01-03
1869,Quantum Software Developer,Quantum Computing,Singapore,70499,"Linear Algebra, Quantum Algorithms",Yes,Small,2025-02-15
1870,Data Scientist,AI,London,124530,"Python, PyTorch",No,Small,2025-07-17
1871,Quantum Researcher,Quantum Computing,Berlin,62664,"Quantum Algorithms, Qiskit",No,Medium,2025-08-28
1872,Blockchain Developer,Blockchain,Tokyo,168866,"Rust, Solidity",No,Large,2025-01-24
1873,Blockchain Developer,Blockchain,Dubai,132448,"Rust, Solidity",Yes,Small,2025-07-17
1874,Smart Contract Engineer,Blockchain,Berlin,106832,"Rust, Solidity",Yes,Small,2025-07-21
1875,Quantum Software Developer,Quantum Computing,Dubai,234824,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-03-13
1876,Smart Contract Engineer,Blockchain,Singapore,171181,"Ethereum, Rust",Yes,Large,2025-10-31
1877,Sustainability Analyst,Green Tech,London,232847,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-09-29
1878,Sustainability Analyst,Green Tech,Berlin,230619,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-08-14
1879,Sustainability Analyst,Green Tech,Dubai,145503,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-11-29
1880,Renewable Energy Engineer,Green Tech,Berlin,237481,"Energy Modeling, Climate Data Analysis",No,Large,2025-10-24
1881,Smart Contract Engineer,Blockchain,Tokyo,140265,"Solidity, Ethereum",Yes,Large,2025-02-20
1882,Quantum Software Developer,Quantum Computing,Berlin,140454,"Linear Algebra, Quantum Algorithms",Yes,Medium,2025-10-24
1883,Quantum Researcher,Quantum Computing,Berlin,192168,"Linear Algebra, Qiskit",Yes,Small,2025-01-26
1884,ML Researcher,AI,Tokyo,155800,"Python, TensorFlow",Yes,Large,2025-12-28
1885,Sustainability Analyst,Green Tech,Dubai,96933,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-04-18
1886,Quantum Researcher,Quantum Computing,Singapore,139249,"Linear Algebra, Qiskit",No,Medium,2025-04-30
1887,Renewable Energy Engineer,Green Tech,New York,181840,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-07-20
1888,Quantum Researcher,Quantum Computing,New York,80279,"Quantum Algorithms, Linear Algebra",No,Small,2025-04-13
1889,Sustainability Analyst,Green Tech,London,190554,"Climate Data Analysis, Energy Modeling",No,Medium,2025-01-17
1890,Data Scientist,AI,New York,218458,"Python, TensorFlow",No,Medium,2025-07-18
1891,Quantum Researcher,Quantum Computing,Dubai,51922,"Qiskit, Linear Algebra",Yes,Large,2025-03-04
1892,Smart Contract Engineer,Blockchain,London,140507,"Ethereum, Rust",No,Large,2025-10-03
1893,Sustainability Analyst,Green Tech,Singapore,187009,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-03-17
1894,Quantum Researcher,Quantum Computing,Tokyo,185652,"Quantum Algorithms, Linear Algebra",No,Small,2025-10-12
1895,Quantum Software Developer,Quantum Computing,London,167370,"Qiskit, Quantum Algorithms",Yes,Large,2025-05-31
1896,Smart Contract Engineer,Blockchain,Tokyo,112708,"Solidity, Ethereum",No,Small,2025-01-03
1897,Sustainability Analyst,Green Tech,London,85474,"Climate Data Analysis, Energy Modeling",No,Medium,2025-12-04
1898,Smart Contract Engineer,Blockchain,New York,53439,"Ethereum, Rust",No,Large,2025-03-19
1899,Data Scientist,AI,London,175933,"Python, TensorFlow",Yes,Large,2025-02-11
1900,AI Engineer,AI,Tokyo,86337,"TensorFlow, PyTorch",Yes,Large,2025-01-09
1901,Sustainability Analyst,Green Tech,New York,88658,"Energy Modeling, Climate Data Analysis",No,Small,2025-07-10
1902,AI Engineer,AI,London,236344,"TensorFlow, PyTorch",Yes,Small,2025-11-29
1903,Quantum Researcher,Quantum Computing,London,171040,"Qiskit, Quantum Algorithms",Yes,Small,2025-11-14
1904,Renewable Energy Engineer,Green Tech,Berlin,125263,"Climate Data Analysis, Energy Modeling",No,Medium,2025-12-16
1905,ML Researcher,AI,Berlin,242009,"Python, TensorFlow",Yes,Small,2025-02-05
1906,Smart Contract Engineer,Blockchain,Berlin,144190,"Solidity, Ethereum",No,Small,2025-11-03
1907,Smart Contract Engineer,Blockchain,Dubai,75042,"Solidity, Ethereum",Yes,Small,2025-04-05
1908,ML Researcher,AI,New York,63310,"TensorFlow, Python",Yes,Medium,2025-01-22
1909,Smart Contract Engineer,Blockchain,New York,214772,"Solidity, Ethereum",No,Large,2025-02-05
1910,Smart Contract Engineer,Blockchain,Berlin,138866,"Solidity, Rust",Yes,Small,2025-02-26
1911,Smart Contract Engineer,Blockchain,Singapore,130393,"Ethereum, Solidity",Yes,Large,2025-10-17
1912,Quantum Software Developer,Quantum Computing,New York,236787,"Quantum Algorithms, Qiskit",No,Small,2025-12-06
1913,Quantum Researcher,Quantum Computing,Berlin,123066,"Qiskit, Quantum Algorithms",Yes,Medium,2025-11-23
1914,Sustainability Analyst,Green Tech,Tokyo,165279,"Energy Modeling, Climate Data Analysis",No,Medium,2025-04-15
1915,Blockchain Developer,Blockchain,London,208477,"Rust, Ethereum",Yes,Medium,2025-11-21
1916,ML Researcher,AI,Tokyo,119359,"TensorFlow, PyTorch",No,Medium,2025-10-19
1917,Smart Contract Engineer,Blockchain,London,98953,"Ethereum, Solidity",Yes,Medium,2025-09-02
1918,Data Scientist,AI,London,141945,"Python, PyTorch",No,Medium,2025-09-09
1919,Renewable Energy Engineer,Green Tech,Dubai,50758,"Climate Data Analysis, Energy Modeling",Yes,Large,2025-12-03
1920,Quantum Software Developer,Quantum Computing,Tokyo,209307,"Qiskit, Quantum Algorithms",No,Large,2025-08-01
1921,Quantum Software Developer,Quantum Computing,Singapore,191259,"Qiskit, Linear Algebra",Yes,Large,2025-06-27
1922,ML Researcher,AI,London,65588,"Python, TensorFlow",Yes,Small,2025-08-09
1923,Quantum Researcher,Quantum Computing,Dubai,208782,"Qiskit, Linear Algebra",Yes,Medium,2025-09-09
1924,Smart Contract Engineer,Blockchain,Tokyo,91262,"Solidity, Rust",Yes,Medium,2025-10-08
1925,AI Engineer,AI,Berlin,138973,"Python, PyTorch",No,Medium,2025-09-09
1926,ML Researcher,AI,Dubai,145540,"TensorFlow, PyTorch",Yes,Large,2025-08-25
1927,Sustainability Analyst,Green Tech,Singapore,104050,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-08-12
1928,Smart Contract Engineer,Blockchain,Singapore,141168,"Rust, Ethereum",No,Large,2025-11-08
1929,AI Engineer,AI,Singapore,132760,"PyTorch, TensorFlow",Yes,Large,2025-04-21
1930,Renewable Energy Engineer,Green Tech,New York,189846,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-06-24
1931,Sustainability Analyst,Green Tech,Berlin,216427,"Energy Modeling, Climate Data Analysis",No,Medium,2025-08-14
1932,AI Engineer,AI,New York,91169,"PyTorch, Python",Yes,Large,2025-11-27
1933,Smart Contract Engineer,Blockchain,Singapore,75411,"Ethereum, Rust",No,Medium,2025-01-31
1934,Renewable Energy Engineer,Green Tech,Singapore,172527,"Energy Modeling, Climate Data Analysis",No,Medium,2025-08-04
1935,Quantum Researcher,Quantum Computing,New York,246396,"Linear Algebra, Qiskit",Yes,Medium,2025-09-26
1936,ML Researcher,AI,Dubai,121198,"TensorFlow, PyTorch",Yes,Large,2025-01-22
1937,ML Researcher,AI,Singapore,211014,"Python, PyTorch",No,Medium,2025-10-16
1938,Blockchain Developer,Blockchain,Berlin,99981,"Rust, Solidity",No,Small,2025-05-24
1939,Sustainability Analyst,Green Tech,Tokyo,116164,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-09-12
1940,Quantum Software Developer,Quantum Computing,Dubai,219776,"Linear Algebra, Quantum Algorithms",No,Small,2025-05-28
1941,Blockchain Developer,Blockchain,Berlin,178057,"Solidity, Rust",Yes,Medium,2025-10-25
1942,AI Engineer,AI,Dubai,100323,"TensorFlow, Python",Yes,Small,2025-01-11
1943,Blockchain Developer,Blockchain,Berlin,222691,"Rust, Ethereum",Yes,Large,2025-02-26
1944,Sustainability Analyst,Green Tech,Dubai,200648,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-08-02
1945,Blockchain Developer,Blockchain,New York,117957,"Ethereum, Rust",Yes,Large,2025-12-06
1946,Sustainability Analyst,Green Tech,Singapore,85851,"Climate Data Analysis, Energy Modeling",No,Medium,2025-07-16
1947,Renewable Energy Engineer,Green Tech,London,73123,"Energy Modeling, Climate Data Analysis",No,Small,2025-03-15
1948,ML Researcher,AI,Dubai,60676,"TensorFlow, Python",Yes,Large,2025-09-08
1949,Quantum Researcher,Quantum Computing,Dubai,200249,"Linear Algebra, Qiskit",No,Large,2025-04-19
1950,Blockchain Developer,Blockchain,Singapore,91689,"Solidity, Rust",Yes,Large,2025-01-17
1951,AI Engineer,AI,Tokyo,211204,"PyTorch, Python",Yes,Small,2025-10-23
1952,Blockchain Developer,Blockchain,Tokyo,84597,"Rust, Solidity",No,Medium,2025-12-29
1953,Quantum Software Developer,Quantum Computing,Tokyo,171910,"Linear Algebra, Quantum Algorithms",No,Large,2025-06-21
1954,Data Scientist,AI,Dubai,217730,"TensorFlow, PyTorch",No,Small,2025-05-31
1955,Sustainability Analyst,Green Tech,Singapore,178305,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-02-03
1956,Blockchain Developer,Blockchain,New York,238831,"Rust, Solidity",No,Large,2025-07-05
1957,Smart Contract Engineer,Blockchain,Tokyo,137825,"Ethereum, Rust",No,Small,2025-10-16
1958,Blockchain Developer,Blockchain,Dubai,155598,"Rust, Ethereum",No,Small,2025-07-26
1959,Quantum Researcher,Quantum Computing,Dubai,239649,"Quantum Algorithms, Linear Algebra",No,Large,2025-09-16
1960,Quantum Software Developer,Quantum Computing,Berlin,104903,"Quantum Algorithms, Qiskit",No,Small,2025-02-21
1961,Data Scientist,AI,Dubai,93366,"TensorFlow, PyTorch",Yes,Large,2025-12-07
1962,Quantum Researcher,Quantum Computing,London,130488,"Quantum Algorithms, Qiskit",Yes,Large,2025-08-04
1963,Quantum Software Developer,Quantum Computing,Berlin,86123,"Qiskit, Quantum Algorithms",Yes,Medium,2025-08-10
1964,Quantum Researcher,Quantum Computing,London,97568,"Quantum Algorithms, Linear Algebra",Yes,Medium,2025-12-11
1965,Quantum Software Developer,Quantum Computing,Tokyo,57167,"Qiskit, Linear Algebra",No,Large,2025-03-31
1966,Blockchain Developer,Blockchain,Singapore,63057,"Solidity, Ethereum",No,Large,2025-01-09
1967,Sustainability Analyst,Green Tech,Dubai,230212,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-11-01
1968,Blockchain Developer,Blockchain,Tokyo,201390,"Solidity, Ethereum",No,Large,2025-08-01
1969,Smart Contract Engineer,Blockchain,Singapore,62418,"Ethereum, Solidity",No,Small,2025-02-18
1970,Renewable Energy Engineer,Green Tech,Berlin,210700,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-04-09
1971,Sustainability Analyst,Green Tech,Tokyo,229803,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-04-09
1972,Smart Contract Engineer,Blockchain,London,157232,"Ethereum, Rust",Yes,Large,2025-09-12
1973,Sustainability Analyst,Green Tech,New York,62027,"Energy Modeling, Climate Data Analysis",Yes,Large,2025-04-29
1974,Blockchain Developer,Blockchain,Tokyo,74533,"Rust, Ethereum",Yes,Medium,2025-11-02
1975,ML Researcher,AI,Berlin,184472,"PyTorch, Python",Yes,Small,2025-05-09
1976,Smart Contract Engineer,Blockchain,Singapore,173426,"Ethereum, Solidity",No,Large,2025-02-08
1977,Quantum Researcher,Quantum Computing,Dubai,197277,"Quantum Algorithms, Linear Algebra",No,Large,2025-07-21
1978,Quantum Researcher,Quantum Computing,Tokyo,69349,"Quantum Algorithms, Linear Algebra",Yes,Large,2025-01-30
1979,Sustainability Analyst,Green Tech,Berlin,237917,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-02-06
1980,Renewable Energy Engineer,Green Tech,New York,175166,"Climate Data Analysis, Energy Modeling",No,Large,2025-07-01
1981,Quantum Researcher,Quantum Computing,Dubai,184161,"Quantum Algorithms, Linear Algebra",Yes,Medium,2025-03-29
1982,Sustainability Analyst,Green Tech,Tokyo,174756,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-04-25
1983,Smart Contract Engineer,Blockchain,Singapore,76576,"Ethereum, Rust",No,Small,2025-07-28
1984,Blockchain Developer,Blockchain,New York,136280,"Solidity, Rust",Yes,Medium,2025-02-26
1985,Data Scientist,AI,Dubai,92120,"PyTorch, Python",Yes,Small,2025-02-18
1986,AI Engineer,AI,London,110444,"TensorFlow, Python",Yes,Large,2025-02-06
1987,Quantum Researcher,Quantum Computing,Berlin,166505,"Qiskit, Quantum Algorithms",Yes,Medium,2025-12-17
1988,Sustainability Analyst,Green Tech,Tokyo,58132,"Energy Modeling, Climate Data Analysis",Yes,Medium,2025-02-22
1989,Renewable Energy Engineer,Green Tech,London,216801,"Climate Data Analysis, Energy Modeling",No,Medium,2025-12-31
1990,Quantum Software Developer,Quantum Computing,Tokyo,193704,"Quantum Algorithms, Linear Algebra",No,Medium,2025-10-18
1991,Sustainability Analyst,Green Tech,Singapore,163475,"Climate Data Analysis, Energy Modeling",No,Small,2025-01-09
1992,Smart Contract Engineer,Blockchain,Berlin,234457,"Rust, Ethereum",Yes,Small,2025-11-20
1993,Smart Contract Engineer,Blockchain,Tokyo,168053,"Ethereum, Solidity",Yes,Medium,2025-11-20
1994,Smart Contract Engineer,Blockchain,London,187333,"Rust, Solidity",No,Large,2025-11-15
1995,Sustainability Analyst,Green Tech,Tokyo,65818,"Climate Data Analysis, Energy Modeling",No,Medium,2025-05-27
1996,Quantum Researcher,Quantum Computing,Dubai,216504,"Linear Algebra, Quantum Algorithms",Yes,Small,2025-02-02
1997,Smart Contract Engineer,Blockchain,Berlin,241157,"Rust, Ethereum",Yes,Small,2025-05-28
1998,Sustainability Analyst,Green Tech,Berlin,55038,"Climate Data Analysis, Energy Modeling",Yes,Medium,2025-05-27
1999,Renewable Energy Engineer,Green Tech,London,216266,"Energy Modeling, Climate Data Analysis",No,Medium,2025-09-18
2000,Quantum Software Developer,Quantum Computing,New York,112744,"Linear Algebra, Quantum Algorithms",No,Small,2025-02-17
2001,Data Scientist,AI,Tokyo,107291,"PyTorch, TensorFlow",Yes,Small,2025-06-17
2002,Smart Contract Engineer,Blockchain,London,218650,"Ethereum, Solidity",Yes,Small,2025-08-04
2003,Smart Contract Engineer,Blockchain,London,105506,"Rust, Solidity",No,Small,2025-05-29
2004,Smart Contract Engineer,Blockchain,Dubai,107447,"Rust, Ethereum",No,Large,2025-11-07
2005,Smart Contract Engineer,Blockchain,Dubai,151123,"Solidity, Rust",Yes,Medium,2025-06-07
2006,Blockchain Developer,Blockchain,Singapore,167116,"Rust, Ethereum",No,Large,2025-04-04
2007,Smart Contract Engineer,Blockchain,Berlin,191473,"Solidity, Rust",No,Large,2025-01-06
2008,Quantum Researcher,Quantum Computing,New York,138256,"Qiskit, Quantum Algorithms",Yes,Small,2025-02-08
2009,Sustainability Analyst,Green Tech,New York,205443,"Energy Modeling, Climate Data Analysis",Yes,Small,2025-11-16
2010,Quantum Researcher,Quantum Computing,Singapore,71764,"Qiskit, Linear Algebra",No,Small,2025-04-07
2011,Renewable Energy Engineer,Green Tech,Berlin,57756,"Climate Data Analysis, Energy Modeling",Yes,Small,2025-02-02
2012,Blockchain Developer,Blockchain,London,118633,"Rust, Ethereum",No,Small,2025-04-29
